timestamp,flight,status,departure scheduled time,departure actual time,departure actual date,arrival scheduled time,arrival actual time,arrival actual date,parsed status,raw
Sat Feb 18 21:06:01 UTC 2017,5061,Arrived Gate 29 Minutes Early,9:10 p.m.,9:01 p.m.,"Fri, Feb 17",11:40 p.m.,11:11 p.m.,"Fri, Feb 17",early,"{'5061','STATUS','Arrived Gate 29 Minutes Early','DEPARTURE','Scheduled time:','9:10 p.m.','DEPARTURE','Actual time:','9:01 p.m.','DEPARTURE','Actual date:','Fri, Feb 17','ARRIVAL','Scheduled time:','11:40 p.m.','ARRIVAL','Actual time:','11:11 p.m.','ARRIVAL','Actual date:','Fri, Feb 17'}"
Sat Feb 18 21:06:01 UTC 2017,5141,Arrived Gate 28 Minutes Early,10:10 a.m.,9:58 a.m.,"Fri, Feb 17",12:40 p.m.,12:12 p.m.,"Fri, Feb 17",early,"{'5141','STATUS','Arrived Gate 28 Minutes Early','DEPARTURE','Scheduled time:','10:10 a.m.','DEPARTURE','Actual time:','9:58 a.m.','DEPARTURE','Actual date:','Fri, Feb 17','ARRIVAL','Scheduled time:','12:40 p.m.','ARRIVAL','Actual time:','12:12 p.m.','ARRIVAL','Actual date:','Fri, Feb 17'}"
Sat Feb 18 21:06:01 UTC 2017,5001,Arrived Gate 40 Minutes Early,1:15 p.m.,1:05 p.m.,"Fri, Feb 17",1:59 p.m.,1:19 p.m.,"Fri, Feb 17",early,"{'5001','STATUS','Arrived Gate 40 Minutes Early','DEPARTURE','Scheduled time:','1:15 p.m.','DEPARTURE','Actual time:','1:05 p.m.','DEPARTURE','Actual date:','Fri, Feb 17','ARRIVAL','Scheduled time:','1:59 p.m.','ARRIVAL','Actual time:','1:19 p.m.','ARRIVAL','Actual date:','Fri, Feb 17'}"
Sat Feb 18 21:06:01 UTC 2017,5109,Arrived Gate 37 Minutes Early,5:30 a.m.,5:21 a.m.,"Fri, Feb 17",6:14 a.m.,5:37 a.m.,"Fri, Feb 17",early,"{'5109','STATUS','Arrived Gate 37 Minutes Early','DEPARTURE','Scheduled time:','5:30 a.m.','DEPARTURE','Actual time:','5:21 a.m.','DEPARTURE','Actual date:','Fri, Feb 17','ARRIVAL','Scheduled time:','6:14 a.m.','ARRIVAL','Actual time:','5:37 a.m.','ARRIVAL','Actual date:','Fri, Feb 17'}"
Sun Feb 19 16:00:01 UTC 2017,5061,Arrived Gate 22 Minutes Early,9:10 p.m.,9:02 p.m.,"Sat, Feb 18",11:40 p.m.,11:18 p.m.,"Sat, Feb 18",early,"{'5061','STATUS','Arrived Gate 22 Minutes Early','DEPARTURE','Scheduled time:','9:10 p.m.','DEPARTURE','Actual time:','9:02 p.m.','DEPARTURE','Actual date:','Sat, Feb 18','ARRIVAL','Scheduled time:','11:40 p.m.','ARRIVAL','Actual time:','11:18 p.m.','ARRIVAL','Actual date:','Sat, Feb 18'}"
Sun Feb 19 16:00:01 UTC 2017,5141,Arrived Gate 17 Minutes Early,10:10 a.m.,10:03 a.m.,"Sat, Feb 18",12:40 p.m.,12:23 p.m.,"Sat, Feb 18",early,"{'5141','STATUS','Arrived Gate 17 Minutes Early','DEPARTURE','Scheduled time:','10:10 a.m.','DEPARTURE','Actual time:','10:03 a.m.','DEPARTURE','Actual date:','Sat, Feb 18','ARRIVAL','Scheduled time:','12:40 p.m.','ARRIVAL','Actual time:','12:23 p.m.','ARRIVAL','Actual date:','Sat, Feb 18'}"
Sun Feb 19 16:00:01 UTC 2017,5001,Arrived Gate 42 Minutes Early,1:15 p.m.,1:05 p.m.,"Sat, Feb 18",1:59 p.m.,1:17 p.m.,"Sat, Feb 18",early,"{'5001','STATUS','Arrived Gate 42 Minutes Early','DEPARTURE','Scheduled time:','1:15 p.m.','DEPARTURE','Actual time:','1:05 p.m.','DEPARTURE','Actual date:','Sat, Feb 18','ARRIVAL','Scheduled time:','1:59 p.m.','ARRIVAL','Actual time:','1:17 p.m.','ARRIVAL','Actual date:','Sat, Feb 18'}"
Sun Feb 19 16:00:01 UTC 2017,5109,Arrived Gate 24 Minutes Early,5:30 a.m.,5:21 a.m.,"Sat, Feb 18",6:14 a.m.,5:50 a.m.,"Sat, Feb 18",early,"{'5109','STATUS','Arrived Gate 24 Minutes Early','DEPARTURE','Scheduled time:','5:30 a.m.','DEPARTURE','Actual time:','5:21 a.m.','DEPARTURE','Actual date:','Sat, Feb 18','ARRIVAL','Scheduled time:','6:14 a.m.','ARRIVAL','Actual time:','5:50 a.m.','ARRIVAL','Actual date:','Sat, Feb 18'}"
Mon Feb 20 16:00:01 UTC 2017,5061,Arrived Gate 18 Minutes Early,9:10 p.m.,9:02 p.m.,"Sun, Feb 19",11:40 p.m.,11:22 p.m.,"Sun, Feb 19",early,"{'5061','STATUS','Arrived Gate 18 Minutes Early','DEPARTURE','Scheduled time:','9:10 p.m.','DEPARTURE','Actual time:','9:02 p.m.','DEPARTURE','Actual date:','Sun, Feb 19','ARRIVAL','Scheduled time:','11:40 p.m.','ARRIVAL','Actual time:','11:22 p.m.','ARRIVAL','Actual date:','Sun, Feb 19'}"
Mon Feb 20 16:00:01 UTC 2017,5141,Arrived Gate 18 Minutes Early,10:10 a.m.,10:04 a.m.,"Sun, Feb 19",12:40 p.m.,12:22 p.m.,"Sun, Feb 19",early,"{'5141','STATUS','Arrived Gate 18 Minutes Early','DEPARTURE','Scheduled time:','10:10 a.m.','DEPARTURE','Actual time:','10:04 a.m.','DEPARTURE','Actual date:','Sun, Feb 19','ARRIVAL','Scheduled time:','12:40 p.m.','ARRIVAL','Actual time:','12:22 p.m.','ARRIVAL','Actual date:','Sun, Feb 19'}"
Mon Feb 20 16:00:01 UTC 2017,5001,Arrived Gate 34 Minutes Early,1:15 p.m.,1:05 p.m.,"Sun, Feb 19",1:59 p.m.,1:25 p.m.,"Sun, Feb 19",early,"{'5001','STATUS','Arrived Gate 34 Minutes Early','DEPARTURE','Scheduled time:','1:15 p.m.','DEPARTURE','Actual time:','1:05 p.m.','DEPARTURE','Actual date:','Sun, Feb 19','ARRIVAL','Scheduled time:','1:59 p.m.','ARRIVAL','Actual time:','1:25 p.m.','ARRIVAL','Actual date:','Sun, Feb 19'}"
Mon Feb 20 16:00:01 UTC 2017,5109,Arrived Gate 22 Minutes Early,5:30 a.m.,5:23 a.m.,"Sun, Feb 19",6:14 a.m.,5:52 a.m.,"Sun, Feb 19",early,"{'5109','STATUS','Arrived Gate 22 Minutes Early','DEPARTURE','Scheduled time:','5:30 a.m.','DEPARTURE','Actual time:','5:23 a.m.','DEPARTURE','Actual date:','Sun, Feb 19','ARRIVAL','Scheduled time:','6:14 a.m.','ARRIVAL','Actual time:','5:52 a.m.','ARRIVAL','Actual date:','Sun, Feb 19'}"
Tue Feb 21 16:00:01 UTC 2017,5061,Arrived Gate 31 Minutes Early,9:10 p.m.,9:01 p.m.,"Mon, Feb 20",11:40 p.m.,11:09 p.m.,"Mon, Feb 20",early,"{'5061','STATUS','Arrived Gate 31 Minutes Early','DEPARTURE','Scheduled time:','9:10 p.m.','DEPARTURE','Actual time:','9:01 p.m.','DEPARTURE','Actual date:','Mon, Feb 20','ARRIVAL','Scheduled time:','11:40 p.m.','ARRIVAL','Actual time:','11:09 p.m.','ARRIVAL','Actual date:','Mon, Feb 20'}"
Tue Feb 21 16:00:01 UTC 2017,5141,Arrived Gate 8 Minutes Early,10:10 a.m.,10:08 a.m.,"Mon, Feb 20",12:40 p.m.,12:32 p.m.,"Mon, Feb 20",early,"{'5141','STATUS','Arrived Gate 8 Minutes Early','DEPARTURE','Scheduled time:','10:10 a.m.','DEPARTURE','Actual time:','10:08 a.m.','DEPARTURE','Actual date:','Mon, Feb 20','ARRIVAL','Scheduled time:','12:40 p.m.','ARRIVAL','Actual time:','12:32 p.m.','ARRIVAL','Actual date:','Mon, Feb 20'}"
Tue Feb 21 16:00:01 UTC 2017,5001,Arrived Gate 4 Minutes Early,1:15 p.m.,1:11 p.m.,"Mon, Feb 20",1:59 p.m.,1:55 p.m.,"Mon, Feb 20",early,"{'5001','STATUS','Arrived Gate 4 Minutes Early','DEPARTURE','Scheduled time:','1:15 p.m.','DEPARTURE','Actual time:','1:11 p.m.','DEPARTURE','Actual date:','Mon, Feb 20','ARRIVAL','Scheduled time:','1:59 p.m.','ARRIVAL','Actual time:','1:55 p.m.','ARRIVAL','Actual date:','Mon, Feb 20'}"
Tue Feb 21 16:00:01 UTC 2017,5109,Arrived Gate 27 Minutes Early,5:30 a.m.,5:23 a.m.,"Mon, Feb 20",6:14 a.m.,5:47 a.m.,"Mon, Feb 20",early,"{'5109','STATUS','Arrived Gate 27 Minutes Early','DEPARTURE','Scheduled time:','5:30 a.m.','DEPARTURE','Actual time:','5:23 a.m.','DEPARTURE','Actual date:','Mon, Feb 20','ARRIVAL','Scheduled time:','6:14 a.m.','ARRIVAL','Actual time:','5:47 a.m.','ARRIVAL','Actual date:','Mon, Feb 20'}"
Wed Feb 22 16:00:02 UTC 2017,5061,Arrived Gate 26 Minutes Early,9:10 p.m.,9:00 p.m.,"Tue, Feb 21",11:40 p.m.,11:14 p.m.,"Tue, Feb 21",early,"{'5061','STATUS','Arrived Gate 26 Minutes Early','DEPARTURE','Scheduled time:','9:10 p.m.','DEPARTURE','Actual time:','9:00 p.m.','DEPARTURE','Actual date:','Tue, Feb 21','ARRIVAL','Scheduled time:','11:40 p.m.','ARRIVAL','Actual time:','11:14 p.m.','ARRIVAL','Actual date:','Tue, Feb 21'}"
Wed Feb 22 16:00:02 UTC 2017,5141,Arrived Gate 22 Minutes Early,10:10 a.m.,10:00 a.m.,"Tue, Feb 21",12:40 p.m.,12:18 p.m.,"Tue, Feb 21",early,"{'5141','STATUS','Arrived Gate 22 Minutes Early','DEPARTURE','Scheduled time:','10:10 a.m.','DEPARTURE','Actual time:','10:00 a.m.','DEPARTURE','Actual date:','Tue, Feb 21','ARRIVAL','Scheduled time:','12:40 p.m.','ARRIVAL','Actual time:','12:18 p.m.','ARRIVAL','Actual date:','Tue, Feb 21'}"
Wed Feb 22 16:00:02 UTC 2017,5001,Arrived Gate 30 Minutes Early,1:15 p.m.,1:07 p.m.,"Tue, Feb 21",1:59 p.m.,1:29 p.m.,"Tue, Feb 21",early,"{'5001','STATUS','Arrived Gate 30 Minutes Early','DEPARTURE','Scheduled time:','1:15 p.m.','DEPARTURE','Actual time:','1:07 p.m.','DEPARTURE','Actual date:','Tue, Feb 21','ARRIVAL','Scheduled time:','1:59 p.m.','ARRIVAL','Actual time:','1:29 p.m.','ARRIVAL','Actual date:','Tue, Feb 21'}"
Wed Feb 22 16:00:02 UTC 2017,5109,Arrived Gate 18 Minutes Early,5:30 a.m.,5:31 a.m.,"Tue, Feb 21",6:14 a.m.,5:56 a.m.,"Tue, Feb 21",early,"{'5109','STATUS','Arrived Gate 18 Minutes Early','DEPARTURE','Scheduled time:','5:30 a.m.','DEPARTURE','Actual time:','5:31 a.m.','DEPARTURE','Actual date:','Tue, Feb 21','ARRIVAL','Scheduled time:','6:14 a.m.','ARRIVAL','Actual time:','5:56 a.m.','ARRIVAL','Actual date:','Tue, Feb 21'}"
Thu Feb 23 16:00:01 UTC 2017,5061,Arrived Gate 28 Minutes Early,9:10 p.m.,9:00 p.m.,"Wed, Feb 22",11:40 p.m.,11:12 p.m.,"Wed, Feb 22",early,"{'5061','STATUS','Arrived Gate 28 Minutes Early','DEPARTURE','Scheduled time:','9:10 p.m.','DEPARTURE','Actual time:','9:00 p.m.','DEPARTURE','Actual date:','Wed, Feb 22','ARRIVAL','Scheduled time:','11:40 p.m.','ARRIVAL','Actual time:','11:12 p.m.','ARRIVAL','Actual date:','Wed, Feb 22'}"
Thu Feb 23 16:00:01 UTC 2017,5141,Arrived Gate 26 Minutes Early,10:10 a.m.,10:02 a.m.,"Wed, Feb 22",12:40 p.m.,12:14 p.m.,"Wed, Feb 22",early,"{'5141','STATUS','Arrived Gate 26 Minutes Early','DEPARTURE','Scheduled time:','10:10 a.m.','DEPARTURE','Actual time:','10:02 a.m.','DEPARTURE','Actual date:','Wed, Feb 22','ARRIVAL','Scheduled time:','12:40 p.m.','ARRIVAL','Actual time:','12:14 p.m.','ARRIVAL','Actual date:','Wed, Feb 22'}"
Thu Feb 23 16:00:01 UTC 2017,5001,Arrived Gate 23 Minutes Early,1:15 p.m.,1:13 p.m.,"Wed, Feb 22",1:59 p.m.,1:36 p.m.,"Wed, Feb 22",early,"{'5001','STATUS','Arrived Gate 23 Minutes Early','DEPARTURE','Scheduled time:','1:15 p.m.','DEPARTURE','Actual time:','1:13 p.m.','DEPARTURE','Actual date:','Wed, Feb 22','ARRIVAL','Scheduled time:','1:59 p.m.','ARRIVAL','Actual time:','1:36 p.m.','ARRIVAL','Actual date:','Wed, Feb 22'}"
Thu Feb 23 16:00:01 UTC 2017,5109,Arrived Gate 29 Minutes Early,5:30 a.m.,5:21 a.m.,"Wed, Feb 22",6:14 a.m.,5:45 a.m.,"Wed, Feb 22",early,"{'5109','STATUS','Arrived Gate 29 Minutes Early','DEPARTURE','Scheduled time:','5:30 a.m.','DEPARTURE','Actual time:','5:21 a.m.','DEPARTURE','Actual date:','Wed, Feb 22','ARRIVAL','Scheduled time:','6:14 a.m.','ARRIVAL','Actual time:','5:45 a.m.','ARRIVAL','Actual date:','Wed, Feb 22'}"
Fri Feb 24 16:00:01 UTC 2017,5061,Arrived Gate 4 Minutes Early,9:10 p.m.,9:18 p.m.,"Thu, Feb 23",11:40 p.m.,11:36 p.m.,"Thu, Feb 23",early,"{'5061','STATUS','Arrived Gate 4 Minutes Early','DEPARTURE','Scheduled time:','9:10 p.m.','DEPARTURE','Actual time:','9:18 p.m.','DEPARTURE','Actual date:','Thu, Feb 23','ARRIVAL','Scheduled time:','11:40 p.m.','ARRIVAL','Actual time:','11:36 p.m.','ARRIVAL','Actual date:','Thu, Feb 23'}"
Fri Feb 24 16:00:01 UTC 2017,5141,Arrived Gate 22 Minutes Early,10:10 a.m.,10:03 a.m.,"Thu, Feb 23",12:40 p.m.,12:18 p.m.,"Thu, Feb 23",early,"{'5141','STATUS','Arrived Gate 22 Minutes Early','DEPARTURE','Scheduled time:','10:10 a.m.','DEPARTURE','Actual time:','10:03 a.m.','DEPARTURE','Actual date:','Thu, Feb 23','ARRIVAL','Scheduled time:','12:40 p.m.','ARRIVAL','Actual time:','12:18 p.m.','ARRIVAL','Actual date:','Thu, Feb 23'}"
Fri Feb 24 16:00:01 UTC 2017,5001,Arrived Gate 30 Minutes Early,1:15 p.m.,1:05 p.m.,"Thu, Feb 23",1:59 p.m.,1:29 p.m.,"Thu, Feb 23",early,"{'5001','STATUS','Arrived Gate 30 Minutes Early','DEPARTURE','Scheduled time:','1:15 p.m.','DEPARTURE','Actual time:','1:05 p.m.','DEPARTURE','Actual date:','Thu, Feb 23','ARRIVAL','Scheduled time:','1:59 p.m.','ARRIVAL','Actual time:','1:29 p.m.','ARRIVAL','Actual date:','Thu, Feb 23'}"
Fri Feb 24 16:00:01 UTC 2017,5109,Delayed due to severe weather conditions in our route network (arrived gate 9 minutes late),5:30 a.m.,5:58 a.m.,"Thu, Feb 23",6:14 a.m.,6:23 a.m.,"Thu, Feb 23",late,"{'5109','STATUS','Delayed due to severe weather conditions in our route network (arrived gate 9 minutes late)','DEPARTURE','Scheduled time:','5:30 a.m.','DEPARTURE','Actual time:','5:58 a.m.','DEPARTURE','Actual date:','Thu, Feb 23','ARRIVAL','Scheduled time:','6:14 a.m.','ARRIVAL','Actual time:','6:23 a.m.','ARRIVAL','Actual date:','Thu, Feb 23'}"
Sat Feb 25 16:00:01 UTC 2017,5061,Arrived Gate 10 Minutes Early,9:10 p.m.,9:16 p.m.,"Fri, Feb 24",11:40 p.m.,11:30 p.m.,"Fri, Feb 24",early,"{'5061','STATUS','Arrived Gate 10 Minutes Early','DEPARTURE','Scheduled time:','9:10 p.m.','DEPARTURE','Actual time:','9:16 p.m.','DEPARTURE','Actual date:','Fri, Feb 24','ARRIVAL','Scheduled time:','11:40 p.m.','ARRIVAL','Actual time:','11:30 p.m.','ARRIVAL','Actual date:','Fri, Feb 24'}"
Sat Feb 25 16:00:01 UTC 2017,5141,Delayed due to operational difficulties (arrived gate 2 hours 17 minutes late),10:10 a.m.,12:31 p.m.,"Fri, Feb 24",12:40 p.m.,2:57 p.m.,"Fri, Feb 24",late,"{'5141','STATUS','Delayed due to operational difficulties (arrived gate 2 hours 17 minutes late)','DEPARTURE','Scheduled time:','10:10 a.m.','DEPARTURE','Actual time:','12:31 p.m.','DEPARTURE','Actual date:','Fri, Feb 24','ARRIVAL','Scheduled time:','12:40 p.m.','ARRIVAL','Actual time:','2:57 p.m.','ARRIVAL','Actual date:','Fri, Feb 24'}"
Sat Feb 25 16:00:01 UTC 2017,5001,Delayed due to a late inbound aircraft arrival (arrived gate 2 hours 24 minutes late),1:15 p.m.,3:31 p.m.,"Fri, Feb 24",1:59 p.m.,4:23 p.m.,"Fri, Feb 24",late,"{'5001','STATUS','Delayed due to a late inbound aircraft arrival (arrived gate 2 hours 24 minutes late)','DEPARTURE','Scheduled time:','1:15 p.m.','DEPARTURE','Actual time:','3:31 p.m.','DEPARTURE','Actual date:','Fri, Feb 24','ARRIVAL','Scheduled time:','1:59 p.m.','ARRIVAL','Actual time:','4:23 p.m.','ARRIVAL','Actual date:','Fri, Feb 24'}"
Sat Feb 25 16:00:01 UTC 2017,5109,Delayed due to a late inbound aircraft arrival (arrived gate 1 minute late),5:30 a.m.,5:34 a.m.,"Fri, Feb 24",6:14 a.m.,6:15 a.m.,"Fri, Feb 24",late,"{'5109','STATUS','Delayed due to a late inbound aircraft arrival (arrived gate 1 minute late)','DEPARTURE','Scheduled time:','5:30 a.m.','DEPARTURE','Actual time:','5:34 a.m.','DEPARTURE','Actual date:','Fri, Feb 24','ARRIVAL','Scheduled time:','6:14 a.m.','ARRIVAL','Actual time:','6:15 a.m.','ARRIVAL','Actual date:','Fri, Feb 24'}"
Sun Feb 26 16:00:01 UTC 2017,5061,Arrived Gate 21 Minutes Early,9:10 p.m.,8:59 p.m.,"Sat, Feb 25",11:40 p.m.,11:19 p.m.,"Sat, Feb 25",early,"{'5061','STATUS','Arrived Gate 21 Minutes Early','DEPARTURE','Scheduled time:','9:10 p.m.','DEPARTURE','Actual time:','8:59 p.m.','DEPARTURE','Actual date:','Sat, Feb 25','ARRIVAL','Scheduled time:','11:40 p.m.','ARRIVAL','Actual time:','11:19 p.m.','ARRIVAL','Actual date:','Sat, Feb 25'}"
Sun Feb 26 16:00:01 UTC 2017,5141,Delayed due to a late inbound aircraft arrival (arrived gate 7 minutes late),10:10 a.m.,10:14 a.m.,"Sat, Feb 25",12:40 p.m.,12:47 p.m.,"Sat, Feb 25",late,"{'5141','STATUS','Delayed due to a late inbound aircraft arrival (arrived gate 7 minutes late)','DEPARTURE','Scheduled time:','10:10 a.m.','DEPARTURE','Actual time:','10:14 a.m.','DEPARTURE','Actual date:','Sat, Feb 25','ARRIVAL','Scheduled time:','12:40 p.m.','ARRIVAL','Actual time:','12:47 p.m.','ARRIVAL','Actual date:','Sat, Feb 25'}"
Sun Feb 26 16:00:01 UTC 2017,5001,Arrived Gate 20 Minutes Early,1:15 p.m.,1:11 p.m.,"Sat, Feb 25",1:59 p.m.,1:39 p.m.,"Sat, Feb 25",early,"{'5001','STATUS','Arrived Gate 20 Minutes Early','DEPARTURE','Scheduled time:','1:15 p.m.','DEPARTURE','Actual time:','1:11 p.m.','DEPARTURE','Actual date:','Sat, Feb 25','ARRIVAL','Scheduled time:','1:59 p.m.','ARRIVAL','Actual time:','1:39 p.m.','ARRIVAL','Actual date:','Sat, Feb 25'}"
Sun Feb 26 16:00:01 UTC 2017,5109,Delayed due to a late inbound aircraft arrival (arrived gate 15 minutes late),5:30 a.m.,5:53 a.m.,"Sat, Feb 25",6:14 a.m.,6:29 a.m.,"Sat, Feb 25",late,"{'5109','STATUS','Delayed due to a late inbound aircraft arrival (arrived gate 15 minutes late)','DEPARTURE','Scheduled time:','5:30 a.m.','DEPARTURE','Actual time:','5:53 a.m.','DEPARTURE','Actual date:','Sat, Feb 25','ARRIVAL','Scheduled time:','6:14 a.m.','ARRIVAL','Actual time:','6:29 a.m.','ARRIVAL','Actual date:','Sat, Feb 25'}"
Mon Feb 27 16:00:01 UTC 2017,5061,Delayed due to operational difficulties (arrived gate 1 minute late),9:10 p.m.,9:17 p.m.,"Sun, Feb 26",11:40 p.m.,11:41 p.m.,"Sun, Feb 26",late,"{'5061','STATUS','Delayed due to operational difficulties (arrived gate 1 minute late)','DEPARTURE','Scheduled time:','9:10 p.m.','DEPARTURE','Actual time:','9:17 p.m.','DEPARTURE','Actual date:','Sun, Feb 26','ARRIVAL','Scheduled time:','11:40 p.m.','ARRIVAL','Actual time:','11:41 p.m.','ARRIVAL','Actual date:','Sun, Feb 26'}"
Mon Feb 27 16:00:01 UTC 2017,5141,Arrived Gate 19 Minutes Early,10:10 a.m.,10:03 a.m.,"Sun, Feb 26",12:40 p.m.,12:21 p.m.,"Sun, Feb 26",early,"{'5141','STATUS','Arrived Gate 19 Minutes Early','DEPARTURE','Scheduled time:','10:10 a.m.','DEPARTURE','Actual time:','10:03 a.m.','DEPARTURE','Actual date:','Sun, Feb 26','ARRIVAL','Scheduled time:','12:40 p.m.','ARRIVAL','Actual time:','12:21 p.m.','ARRIVAL','Actual date:','Sun, Feb 26'}"
Mon Feb 27 16:00:01 UTC 2017,5001,Arrived Gate 2 Minutes Late,1:15 p.m.,1:02 p.m.,"Sun, Feb 26",1:59 p.m.,2:01 p.m.,"Sun, Feb 26",late,"{'5001','STATUS','Arrived Gate 2 Minutes Late','DEPARTURE','Scheduled time:','1:15 p.m.','DEPARTURE','Actual time:','1:02 p.m.','DEPARTURE','Actual date:','Sun, Feb 26','ARRIVAL','Scheduled time:','1:59 p.m.','ARRIVAL','Actual time:','2:01 p.m.','ARRIVAL','Actual date:','Sun, Feb 26'}"
Mon Feb 27 16:00:01 UTC 2017,5109,Delayed due to a late inbound aircraft arrival (arrived gate 25 minutes late),5:30 a.m.,5:57 a.m.,"Sun, Feb 26",6:14 a.m.,6:39 a.m.,"Sun, Feb 26",late,"{'5109','STATUS','Delayed due to a late inbound aircraft arrival (arrived gate 25 minutes late)','DEPARTURE','Scheduled time:','5:30 a.m.','DEPARTURE','Actual time:','5:57 a.m.','DEPARTURE','Actual date:','Sun, Feb 26','ARRIVAL','Scheduled time:','6:14 a.m.','ARRIVAL','Actual time:','6:39 a.m.','ARRIVAL','Actual date:','Sun, Feb 26'}"
Tue Feb 28 16:00:01 UTC 2017,5061,Arrived Gate 34 Minutes Early,9:10 p.m.,8:57 p.m.,"Mon, Feb 27",11:40 p.m.,11:06 p.m.,"Mon, Feb 27",early,"{'5061','STATUS','Arrived Gate 34 Minutes Early','DEPARTURE','Scheduled time:','9:10 p.m.','DEPARTURE','Actual time:','8:57 p.m.','DEPARTURE','Actual date:','Mon, Feb 27','ARRIVAL','Scheduled time:','11:40 p.m.','ARRIVAL','Actual time:','11:06 p.m.','ARRIVAL','Actual date:','Mon, Feb 27'}"
Tue Feb 28 16:00:01 UTC 2017,5141,Arrived Gate 27 Minutes Early,10:10 a.m.,10:01 a.m.,"Mon, Feb 27",12:40 p.m.,12:13 p.m.,"Mon, Feb 27",early,"{'5141','STATUS','Arrived Gate 27 Minutes Early','DEPARTURE','Scheduled time:','10:10 a.m.','DEPARTURE','Actual time:','10:01 a.m.','DEPARTURE','Actual date:','Mon, Feb 27','ARRIVAL','Scheduled time:','12:40 p.m.','ARRIVAL','Actual time:','12:13 p.m.','ARRIVAL','Actual date:','Mon, Feb 27'}"
Tue Feb 28 16:00:01 UTC 2017,5001,Arrived Gate 13 Minutes Early,1:15 p.m.,1:05 p.m.,"Mon, Feb 27",1:59 p.m.,1:46 p.m.,"Mon, Feb 27",early,"{'5001','STATUS','Arrived Gate 13 Minutes Early','DEPARTURE','Scheduled time:','1:15 p.m.','DEPARTURE','Actual time:','1:05 p.m.','DEPARTURE','Actual date:','Mon, Feb 27','ARRIVAL','Scheduled time:','1:59 p.m.','ARRIVAL','Actual time:','1:46 p.m.','ARRIVAL','Actual date:','Mon, Feb 27'}"
Tue Feb 28 16:00:01 UTC 2017,5109,Arrived Gate 9 Minutes Early,5:30 a.m.,5:27 a.m.,"Mon, Feb 27",6:14 a.m.,6:05 a.m.,"Mon, Feb 27",early,"{'5109','STATUS','Arrived Gate 9 Minutes Early','DEPARTURE','Scheduled time:','5:30 a.m.','DEPARTURE','Actual time:','5:27 a.m.','DEPARTURE','Actual date:','Mon, Feb 27','ARRIVAL','Scheduled time:','6:14 a.m.','ARRIVAL','Actual time:','6:05 a.m.','ARRIVAL','Actual date:','Mon, Feb 27'}"
Wed Mar  1 16:00:02 UTC 2017,5061,Arrived Gate 23 Minutes Early,9:10 p.m.,9:05 p.m.,"Tue, Feb 28",11:40 p.m.,11:17 p.m.,"Tue, Feb 28",early,"{'5061','STATUS','Arrived Gate 23 Minutes Early','DEPARTURE','Scheduled time:','9:10 p.m.','DEPARTURE','Actual time:','9:05 p.m.','DEPARTURE','Actual date:','Tue, Feb 28','ARRIVAL','Scheduled time:','11:40 p.m.','ARRIVAL','Actual time:','11:17 p.m.','ARRIVAL','Actual date:','Tue, Feb 28'}"
Wed Mar  1 16:00:02 UTC 2017,5141,Delayed due to operational difficulties (arrived gate 34 minutes late),10:10 a.m.,11:03 a.m.,"Tue, Feb 28",12:40 p.m.,1:14 p.m.,"Tue, Feb 28",late,"{'5141','STATUS','Delayed due to operational difficulties (arrived gate 34 minutes late)','DEPARTURE','Scheduled time:','10:10 a.m.','DEPARTURE','Actual time:','11:03 a.m.','DEPARTURE','Actual date:','Tue, Feb 28','ARRIVAL','Scheduled time:','12:40 p.m.','ARRIVAL','Actual time:','1:14 p.m.','ARRIVAL','Actual date:','Tue, Feb 28'}"
Wed Mar  1 16:00:02 UTC 2017,5001,Delayed due to a late inbound aircraft arrival (arrived gate 39 minutes late),1:15 p.m.,2:04 p.m.,"Tue, Feb 28",1:59 p.m.,2:38 p.m.,"Tue, Feb 28",late,"{'5001','STATUS','Delayed due to a late inbound aircraft arrival (arrived gate 39 minutes late)','DEPARTURE','Scheduled time:','1:15 p.m.','DEPARTURE','Actual time:','2:04 p.m.','DEPARTURE','Actual date:','Tue, Feb 28','ARRIVAL','Scheduled time:','1:59 p.m.','ARRIVAL','Actual time:','2:38 p.m.','ARRIVAL','Actual date:','Tue, Feb 28'}"
Wed Mar  1 16:00:02 UTC 2017,5109,Arrived Gate 30 Minutes Early,5:30 a.m.,5:24 a.m.,"Tue, Feb 28",6:14 a.m.,5:44 a.m.,"Tue, Feb 28",early,"{'5109','STATUS','Arrived Gate 30 Minutes Early','DEPARTURE','Scheduled time:','5:30 a.m.','DEPARTURE','Actual time:','5:24 a.m.','DEPARTURE','Actual date:','Tue, Feb 28','ARRIVAL','Scheduled time:','6:14 a.m.','ARRIVAL','Actual time:','5:44 a.m.','ARRIVAL','Actual date:','Tue, Feb 28'}"
Thu Mar  2 16:00:02 UTC 2017,5061,Delayed due to a late inbound aircraft arrival (arrived gate 53 minutes late),9:10 p.m.,10:02 p.m.,"Wed, Mar 1",11:40 p.m.,12:33 a.m.,"Thu, Mar 2",late,"{'5061','STATUS','Delayed due to a late inbound aircraft arrival (arrived gate 53 minutes late)','DEPARTURE','Scheduled time:','9:10 p.m.','DEPARTURE','Actual time:','10:02 p.m.','DEPARTURE','Actual date:','Wed, Mar 1','ARRIVAL','Scheduled time:','11:40 p.m.','ARRIVAL','Actual time:','12:33 a.m.','ARRIVAL','Actual date:','Thu, Mar 2'}"
